"subject" "activity" "signal" "mean"
11 "WALKING" "tBodyAccmeanX" 0.27658531139557
11 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.27658531139557
11 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.27658531139557
12 "LAYING" "tBodyAccmeanX" 0.27360872421875
12 "SITTING" "tBodyAccmeanX" 0.27360872421875
12 "STANDING" "tBodyAccmeanX" 0.27360872421875
12 "WALKING" "tBodyAccmeanX" 0.27360872421875
12 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.27360872421875
12 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.27360872421875
13 "LAYING" "tBodyAccmeanX" 0.275895876198777
13 "SITTING" "tBodyAccmeanX" 0.275895876198777
13 "STANDING" "tBodyAccmeanX" 0.275895876198777
13 "WALKING" "tBodyAccmeanX" 0.275895876198777
13 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.275895876198777
13 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.275895876198777
14 "LAYING" "tBodyAccmeanX" 0.270184596009288
14 "SITTING" "tBodyAccmeanX" 0.270184596009288
14 "STANDING" "tBodyAccmeanX" 0.270184596009288
14 "WALKING" "tBodyAccmeanX" 0.270184596009288
14 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.270184596009288
14 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.270184596009288
15 "LAYING" "tBodyAccmeanX" 0.27821340725
15 "SITTING" "tBodyAccmeanX" 0.27821340725
15 "STANDING" "tBodyAccmeanX" 0.27821340725
15 "WALKING" "tBodyAccmeanX" 0.27821340725
15 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.27821340725
15 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.27821340725
16 "LAYING" "tBodyAccmeanX" 0.277887440374317
16 "SITTING" "tBodyAccmeanX" 0.277887440374317
16 "STANDING" "tBodyAccmeanX" 0.277887440374317
16 "WALKING" "tBodyAccmeanX" 0.277887440374317
16 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.277887440374317
16 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.277887440374317
17 "LAYING" "tBodyAccmeanX" 0.274029548065217
17 "SITTING" "tBodyAccmeanX" 0.274029548065217
17 "STANDING" "tBodyAccmeanX" 0.274029548065217
17 "WALKING" "tBodyAccmeanX" 0.274029548065217
17 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.274029548065217
17 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.274029548065217
18 "LAYING" "tBodyAccmeanX" 0.276324152142857
18 "SITTING" "tBodyAccmeanX" 0.276324152142857
18 "STANDING" "tBodyAccmeanX" 0.276324152142857
18 "WALKING" "tBodyAccmeanX" 0.276324152142857
18 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.276324152142857
18 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.276324152142857
19 "LAYING" "tBodyAccmeanX" 0.269723487105556
19 "SITTING" "tBodyAccmeanX" 0.269723487105556
19 "STANDING" "tBodyAccmeanX" 0.269723487105556
19 "WALKING" "tBodyAccmeanX" 0.269723487105556
19 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.269723487105556
19 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.269723487105556
20 "LAYING" "tBodyAccmeanX" 0.268425757926554
20 "SITTING" "tBodyAccmeanX" 0.268425757926554
20 "STANDING" "tBodyAccmeanX" 0.268425757926554
20 "WALKING" "tBodyAccmeanX" 0.268425757926554
20 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.268425757926554
20 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.268425757926554
21 "LAYING" "tBodyAccmeanX" 0.277466525522059
21 "SITTING" "tBodyAccmeanX" 0.277466525522059
21 "STANDING" "tBodyAccmeanX" 0.277466525522059
21 "WALKING" "tBodyAccmeanX" 0.277466525522059
21 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.277466525522059
21 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.277466525522059
22 "LAYING" "tBodyAccmeanX" 0.274767690046106
22 "SITTING" "tBodyAccmeanX" 0.274767690046106
22 "STANDING" "tBodyAccmeanX" 0.274767690046106
22 "WALKING" "tBodyAccmeanX" 0.274767690046106
22 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.274767690046106
22 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.274767690046106
23 "LAYING" "tBodyAccmeanX" 0.273493254730108
23 "SITTING" "tBodyAccmeanX" 0.273493254730108
23 "STANDING" "tBodyAccmeanX" 0.273493254730108
23 "WALKING" "tBodyAccmeanX" 0.273493254730108
23 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.273493254730108
23 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.273493254730108
24 "LAYING" "tBodyAccmeanX" 0.276767046391076
24 "SITTING" "tBodyAccmeanX" 0.276767046391076
24 "STANDING" "tBodyAccmeanX" 0.276767046391076
24 "WALKING" "tBodyAccmeanX" 0.276767046391076
24 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.276767046391076
24 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.276767046391076
25 "LAYING" "tBodyAccmeanX" 0.275301467772127
25 "SITTING" "tBodyAccmeanX" 0.275301467772127
25 "STANDING" "tBodyAccmeanX" 0.275301467772127
25 "WALKING" "tBodyAccmeanX" 0.275301467772127
25 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.275301467772127
25 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.275301467772127
26 "LAYING" "tBodyAccmeanX" 0.2730365808625
26 "SITTING" "tBodyAccmeanX" 0.2730365808625
26 "STANDING" "tBodyAccmeanX" 0.2730365808625
26 "WALKING" "tBodyAccmeanX" 0.2730365808625
26 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.2730365808625
26 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.2730365808625
27 "LAYING" "tBodyAccmeanX" 0.277264567074468
27 "SITTING" "tBodyAccmeanX" 0.277264567074468
27 "STANDING" "tBodyAccmeanX" 0.277264567074468
27 "WALKING" "tBodyAccmeanX" 0.277264567074468
27 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.277264567074468
27 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.277264567074468
28 "LAYING" "tBodyAccmeanX" 0.277532554764398
28 "SITTING" "tBodyAccmeanX" 0.277532554764398
28 "STANDING" "tBodyAccmeanX" 0.277532554764398
28 "WALKING" "tBodyAccmeanX" 0.277532554764398
28 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.277532554764398
28 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.277532554764398
29 "LAYING" "tBodyAccmeanX" 0.279111521944767
29 "SITTING" "tBodyAccmeanX" 0.279111521944767
29 "STANDING" "tBodyAccmeanX" 0.279111521944767
29 "WALKING" "tBodyAccmeanX" 0.279111521944767
29 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.279111521944767
29 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.279111521944767
30 "LAYING" "tBodyAccmeanX" 0.276305836721932
30 "SITTING" "tBodyAccmeanX" 0.276305836721932
30 "STANDING" "tBodyAccmeanX" 0.276305836721932
30 "WALKING" "tBodyAccmeanX" 0.276305836721932
30 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.276305836721932
30 "WALKING_UPSTAIRS" "tBodyAccmeanX" 0.276305836721932
1 "LAYING" "tBodyAccmeanY" -0.0182981725176081
1 "SITTING" "tBodyAccmeanY" -0.0182981725176081
1 "STANDING" "tBodyAccmeanY" -0.0182981725176081
1 "WALKING" "tBodyAccmeanY" -0.0182981725176081
1 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0182981725176081
1 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0182981725176081
2 "LAYING" "tBodyAccmeanY" -0.0191323183174834
2 "SITTING" "tBodyAccmeanY" -0.0191323183174834
2 "STANDING" "tBodyAccmeanY" -0.0191323183174834
2 "WALKING" "tBodyAccmeanY" -0.0191323183174834
2 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0191323183174834
2 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0191323183174834
3 "LAYING" "tBodyAccmeanY" -0.017856067384956
3 "SITTING" "tBodyAccmeanY" -0.017856067384956
3 "STANDING" "tBodyAccmeanY" -0.017856067384956
3 "WALKING" "tBodyAccmeanY" -0.017856067384956
3 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.017856067384956
3 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.017856067384956
4 "LAYING" "tBodyAccmeanY" -0.0148081545344921
4 "SITTING" "tBodyAccmeanY" -0.0148081545344921
4 "STANDING" "tBodyAccmeanY" -0.0148081545344921
4 "WALKING" "tBodyAccmeanY" -0.0148081545344921
4 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0148081545344921
4 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0148081545344921
5 "LAYING" "tBodyAccmeanY" -0.0154833455336192
5 "SITTING" "tBodyAccmeanY" -0.0154833455336192
5 "STANDING" "tBodyAccmeanY" -0.0154833455336192
5 "WALKING" "tBodyAccmeanY" -0.0154833455336192
5 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0154833455336192
5 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0154833455336192
6 "LAYING" "tBodyAccmeanY" -0.0175697042641846
6 "SITTING" "tBodyAccmeanY" -0.0175697042641846
6 "STANDING" "tBodyAccmeanY" -0.0175697042641846
6 "WALKING" "tBodyAccmeanY" -0.0175697042641846
6 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0175697042641846
6 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0175697042641846
7 "LAYING" "tBodyAccmeanY" -0.0187904887668182
7 "SITTING" "tBodyAccmeanY" -0.0187904887668182
7 "STANDING" "tBodyAccmeanY" -0.0187904887668182
7 "WALKING" "tBodyAccmeanY" -0.0187904887668182
7 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0187904887668182
7 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0187904887668182
8 "LAYING" "tBodyAccmeanY" -0.0181894974688612
8 "SITTING" "tBodyAccmeanY" -0.0181894974688612
8 "STANDING" "tBodyAccmeanY" -0.0181894974688612
8 "WALKING" "tBodyAccmeanY" -0.0181894974688612
8 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0181894974688612
8 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0181894974688612
9 "LAYING" "tBodyAccmeanY" -0.0209466555412396
9 "SITTING" "tBodyAccmeanY" -0.0209466555412396
9 "STANDING" "tBodyAccmeanY" -0.0209466555412396
9 "WALKING" "tBodyAccmeanY" -0.0209466555412396
9 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0209466555412396
9 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0209466555412396
10 "LAYING" "tBodyAccmeanY" -0.017835790552415
10 "SITTING" "tBodyAccmeanY" -0.017835790552415
10 "STANDING" "tBodyAccmeanY" -0.017835790552415
10 "WALKING" "tBodyAccmeanY" -0.017835790552415
10 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.017835790552415
10 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.017835790552415
11 "LAYING" "tBodyAccmeanY" -0.0191272531933228
11 "SITTING" "tBodyAccmeanY" -0.0191272531933228
11 "STANDING" "tBodyAccmeanY" -0.0191272531933228
11 "WALKING" "tBodyAccmeanY" -0.0191272531933228
11 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0191272531933228
11 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0191272531933228
12 "LAYING" "tBodyAccmeanY" -0.018337204411489
12 "SITTING" "tBodyAccmeanY" -0.018337204411489
12 "STANDING" "tBodyAccmeanY" -0.018337204411489
12 "WALKING" "tBodyAccmeanY" -0.018337204411489
12 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.018337204411489
12 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.018337204411489
13 "LAYING" "tBodyAccmeanY" -0.0176504796070948
13 "SITTING" "tBodyAccmeanY" -0.0176504796070948
13 "STANDING" "tBodyAccmeanY" -0.0176504796070948
13 "WALKING" "tBodyAccmeanY" -0.0176504796070948
13 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0176504796070948
13 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0176504796070948
14 "LAYING" "tBodyAccmeanY" -0.0162548178510526
14 "SITTING" "tBodyAccmeanY" -0.0162548178510526
14 "STANDING" "tBodyAccmeanY" -0.0162548178510526
14 "WALKING" "tBodyAccmeanY" -0.0162548178510526
14 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0162548178510526
14 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0162548178510526
15 "LAYING" "tBodyAccmeanY" -0.016464484771311
15 "SITTING" "tBodyAccmeanY" -0.016464484771311
15 "STANDING" "tBodyAccmeanY" -0.016464484771311
15 "WALKING" "tBodyAccmeanY" -0.016464484771311
15 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.016464484771311
15 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.016464484771311
16 "LAYING" "tBodyAccmeanY" -0.0158567888309016
16 "SITTING" "tBodyAccmeanY" -0.0158567888309016
16 "STANDING" "tBodyAccmeanY" -0.0158567888309016
16 "WALKING" "tBodyAccmeanY" -0.0158567888309016
16 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0158567888309016
16 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0158567888309016
17 "LAYING" "tBodyAccmeanY" -0.0175416045074728
17 "SITTING" "tBodyAccmeanY" -0.0175416045074728
17 "STANDING" "tBodyAccmeanY" -0.0175416045074728
17 "WALKING" "tBodyAccmeanY" -0.0175416045074728
17 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0175416045074728
17 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0175416045074728
18 "LAYING" "tBodyAccmeanY" -0.0172831546595266
18 "SITTING" "tBodyAccmeanY" -0.0172831546595266
18 "STANDING" "tBodyAccmeanY" -0.0172831546595266
18 "WALKING" "tBodyAccmeanY" -0.0172831546595266
18 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0172831546595266
18 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0172831546595266
19 "LAYING" "tBodyAccmeanY" -0.0182031515710306
19 "SITTING" "tBodyAccmeanY" -0.0182031515710306
19 "STANDING" "tBodyAccmeanY" -0.0182031515710306
19 "WALKING" "tBodyAccmeanY" -0.0182031515710306
19 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0182031515710306
19 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0182031515710306
20 "LAYING" "tBodyAccmeanY" -0.0175912993773164
20 "SITTING" "tBodyAccmeanY" -0.0175912993773164
20 "STANDING" "tBodyAccmeanY" -0.0175912993773164
20 "WALKING" "tBodyAccmeanY" -0.0175912993773164
20 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0175912993773164
20 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0175912993773164
21 "LAYING" "tBodyAccmeanY" -0.0176664578561765
21 "SITTING" "tBodyAccmeanY" -0.0176664578561765
21 "STANDING" "tBodyAccmeanY" -0.0176664578561765
21 "WALKING" "tBodyAccmeanY" -0.0176664578561765
21 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0176664578561765
21 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0176664578561765
22 "LAYING" "tBodyAccmeanY" -0.0168273604077383
22 "SITTING" "tBodyAccmeanY" -0.0168273604077383
22 "STANDING" "tBodyAccmeanY" -0.0168273604077383
22 "WALKING" "tBodyAccmeanY" -0.0168273604077383
22 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0168273604077383
22 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0168273604077383
23 "LAYING" "tBodyAccmeanY" -0.019589258786828
23 "SITTING" "tBodyAccmeanY" -0.019589258786828
23 "STANDING" "tBodyAccmeanY" -0.019589258786828
23 "WALKING" "tBodyAccmeanY" -0.019589258786828
23 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.019589258786828
23 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.019589258786828
24 "LAYING" "tBodyAccmeanY" -0.0176822460103885
24 "SITTING" "tBodyAccmeanY" -0.0176822460103885
24 "STANDING" "tBodyAccmeanY" -0.0176822460103885
24 "WALKING" "tBodyAccmeanY" -0.0176822460103885
24 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0176822460103885
24 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0176822460103885
25 "LAYING" "tBodyAccmeanY" -0.0193221769314914
25 "SITTING" "tBodyAccmeanY" -0.0193221769314914
25 "STANDING" "tBodyAccmeanY" -0.0193221769314914
25 "WALKING" "tBodyAccmeanY" -0.0193221769314914
25 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0193221769314914
25 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0193221769314914
26 "LAYING" "tBodyAccmeanY" -0.0161687277463495
26 "SITTING" "tBodyAccmeanY" -0.0161687277463495
26 "STANDING" "tBodyAccmeanY" -0.0161687277463495
26 "WALKING" "tBodyAccmeanY" -0.0161687277463495
26 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0161687277463495
26 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0161687277463495
27 "LAYING" "tBodyAccmeanY" -0.0167969215592152
27 "SITTING" "tBodyAccmeanY" -0.0167969215592152
27 "STANDING" "tBodyAccmeanY" -0.0167969215592152
27 "WALKING" "tBodyAccmeanY" -0.0167969215592152
27 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0167969215592152
27 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0167969215592152
28 "LAYING" "tBodyAccmeanY" -0.0191721442063089
28 "SITTING" "tBodyAccmeanY" -0.0191721442063089
28 "STANDING" "tBodyAccmeanY" -0.0191721442063089
28 "WALKING" "tBodyAccmeanY" -0.0191721442063089
28 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0191721442063089
28 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0191721442063089
29 "LAYING" "tBodyAccmeanY" -0.018471953048314
29 "SITTING" "tBodyAccmeanY" -0.018471953048314
29 "STANDING" "tBodyAccmeanY" -0.018471953048314
29 "WALKING" "tBodyAccmeanY" -0.018471953048314
29 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.018471953048314
29 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.018471953048314
30 "LAYING" "tBodyAccmeanY" -0.0175856077340209
30 "SITTING" "tBodyAccmeanY" -0.0175856077340209
30 "STANDING" "tBodyAccmeanY" -0.0175856077340209
30 "WALKING" "tBodyAccmeanY" -0.0175856077340209
30 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0175856077340209
30 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0175856077340209
1 "LAYING" "tBodyAccmeanZ" -0.10784573454611
1 "SITTING" "tBodyAccmeanZ" -0.10784573454611
1 "STANDING" "tBodyAccmeanZ" -0.10784573454611
1 "WALKING" "tBodyAccmeanZ" -0.10784573454611
1 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.10784573454611
1 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.10784573454611
2 "LAYING" "tBodyAccmeanZ" -0.115649958175497
2 "SITTING" "tBodyAccmeanZ" -0.115649958175497
2 "STANDING" "tBodyAccmeanZ" -0.115649958175497
2 "WALKING" "tBodyAccmeanZ" -0.115649958175497
2 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.115649958175497
2 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.115649958175497
3 "LAYING" "tBodyAccmeanZ" -0.106492632429097
3 "SITTING" "tBodyAccmeanZ" -0.106492632429097
3 "STANDING" "tBodyAccmeanZ" -0.106492632429097
3 "WALKING" "tBodyAccmeanZ" -0.106492632429097
3 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.106492632429097
3 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.106492632429097
4 "LAYING" "tBodyAccmeanZ" -0.107521430810726
4 "SITTING" "tBodyAccmeanZ" -0.107521430810726
4 "STANDING" "tBodyAccmeanZ" -0.107521430810726
4 "WALKING" "tBodyAccmeanZ" -0.107521430810726
4 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.107521430810726
4 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.107521430810726
5 "LAYING" "tBodyAccmeanZ" -0.105661736816887
5 "SITTING" "tBodyAccmeanZ" -0.105661736816887
5 "STANDING" "tBodyAccmeanZ" -0.105661736816887
5 "WALKING" "tBodyAccmeanZ" -0.105661736816887
5 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.105661736816887
5 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.105661736816887
6 "LAYING" "tBodyAccmeanZ" -0.11599454136
6 "SITTING" "tBodyAccmeanZ" -0.11599454136
6 "STANDING" "tBodyAccmeanZ" -0.11599454136
6 "WALKING" "tBodyAccmeanZ" -0.11599454136
6 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.11599454136
6 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.11599454136
7 "LAYING" "tBodyAccmeanZ" -0.112492375388312
7 "SITTING" "tBodyAccmeanZ" -0.112492375388312
7 "STANDING" "tBodyAccmeanZ" -0.112492375388312
7 "WALKING" "tBodyAccmeanZ" -0.112492375388312
7 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.112492375388312
7 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.112492375388312
8 "LAYING" "tBodyAccmeanZ" -0.106809623683986
8 "SITTING" "tBodyAccmeanZ" -0.106809623683986
8 "STANDING" "tBodyAccmeanZ" -0.106809623683986
8 "WALKING" "tBodyAccmeanZ" -0.106809623683986
8 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.106809623683986
8 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.106809623683986
9 "LAYING" "tBodyAccmeanZ" -0.101233826213889
9 "SITTING" "tBodyAccmeanZ" -0.101233826213889
9 "STANDING" "tBodyAccmeanZ" -0.101233826213889
9 "WALKING" "tBodyAccmeanZ" -0.101233826213889
9 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.101233826213889
9 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.101233826213889
10 "LAYING" "tBodyAccmeanZ" -0.111301532185714
10 "SITTING" "tBodyAccmeanZ" -0.111301532185714
10 "STANDING" "tBodyAccmeanZ" -0.111301532185714
10 "WALKING" "tBodyAccmeanZ" -0.111301532185714
10 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.111301532185714
10 "WALKING_UPSTAIRS" "tBodyAccmeanZ" -0.111301532185714
11 "LAYING" "tBodyAccmeanZ" -0.108941761642405
11 "SITTING" "tBodyAccmeanZ" -0.108941761642405
11 "STANDING" "tBodyAccmeanZ" -0.108941761642405
11 "WALKING" "tBodyAccmeanZ" -0.108941761642405
11 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.108941761642405
